Title,Bank Name,Banking,Technology,Finance,Marketing,Analytics,Management,Cyber Security,Data Science,Assigned Cluster,Assigned Category
client-service-representative,Bank Of America,19,7,14,19,0,14,0,2,banking,Finance
financial-center-lending-officer-and-sr-lending-officer,Bank Of America,33,35,32,40,8,11,8,40,marketing,Finance
financial-center-lending-officer-and-sr-lending-officer,Bank Of America,33,35,32,40,8,11,8,40,marketing,Finance
sr-lending-officer,Bank Of America,29,30,28,28,10,7,9,31,data science,FinTech
fc-lending-officer,Bank Of America,26,27,26,28,7,7,6,29,data science,FinTech
application-programmer-developer-hadoop,Bank Of America,0,7,0,5,0,4,0,1,technology,FinTech
wealth-management-lending-officer,Bank Of America,22,27,22,24,6,6,5,25,technology,FinTech
fc-lending-officer-and-sr-lending-officer,Bank Of America,33,35,32,40,8,11,8,40,marketing,Finance
fc-lending-officer-and-sr-lending-officer,Bank Of America,33,35,32,40,8,11,8,40,marketing,Finance
fc-lending-officer-and-sr-lending-officer,Bank Of America,33,35,32,40,8,11,8,40,marketing,Finance
fc-lending-officer-and-sr-lending-officer,Bank Of America,33,35,32,40,8,11,8,40,marketing,Finance
fc-lending-officer-and-sr-lending-officer,Bank Of America,33,35,32,40,8,11,8,40,marketing,Finance
financial-center-ops-manager-santa-clarita-valley-market-bouquet-canyon-spanish-preferred,Bank Of America,31,25,25,23,2,7,4,23,banking,Finance
relationship-manager-central-coast-market-santa-maria-fc-spanish-required,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
wealth-management-banking-specialist,Bank Of America,13,5,13,15,1,5,2,11,marketing,Finance
cs-lending-officer,Bank Of America,21,24,20,26,6,7,6,25,marketing,Finance
merrill-edge-financial-solutions-advisor--napa-sonoma-area,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
gwim-sr-data-analyst,Bank Of America,6,0,6,2,5,0,0,6,banking,Finance
financial-center-lending-officer-and-sr-lending-officer,Bank Of America,33,35,32,40,8,11,8,40,marketing,Finance
client-service-representative,Bank Of America,19,7,14,19,0,14,0,2,banking,Finance
merrill-edge-financial-solutions-advisor--mineral-springs-financial-center--north-providence-ri,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
fc-lending-officer,Bank Of America,26,27,26,28,7,7,6,29,data science,FinTech
relationship-manager--business-banking,Bank Of America,12,4,11,9,3,3,1,3,banking,Finance
client-service-representative,Bank Of America,19,7,14,19,0,14,0,2,banking,Finance
client-service-representative,Bank Of America,19,7,14,19,0,14,0,2,banking,Finance
quantitative-finance-manager,Bank Of America,3,7,3,7,3,4,0,5,technology,FinTech
commercial-associate-%e2%80%93-dealer-financial-services-charlotte,Bank Of America,15,5,11,14,3,3,1,7,banking,Finance
commercial-associate-%e2%80%93-dealer-financial-services-charlotte,Bank Of America,15,5,11,15,3,4,1,7,banking,Finance
sr-analyst-associate--equity-research-tech-telecom-sector,Bank Of America,1,0,0,1,1,1,1,1,banking,Finance
fc-lending-consultant-%e2%80%93-manhattan-beach-ca,Bank Of America,7,12,5,8,4,5,4,10,technology,FinTech
client-service-representative,Bank Of America,19,7,14,19,0,14,0,2,banking,Finance
client-service-representative,Bank Of America,19,7,14,19,0,14,0,2,banking,Finance
client-quantitative-analyst-i,Bank Of America,9,7,8,9,4,5,0,6,banking,Finance
small-business-consultant-encino-ca-bilingual-in-farsi-preferred,Bank Of America,40,15,41,28,2,6,2,17,finance,Finance
business-information-security-officer-biso,Bank Of America,16,28,13,11,10,6,9,12,technology,FinTech
business-analyst,Bank Of America,6,11,5,6,3,3,1,4,technology,FinTech
full-stack-salesforce-developer,Bank Of America,4,9,4,4,2,1,0,3,technology,FinTech
quantitative-finance-analyst,Bank Of America,6,12,6,6,9,1,2,11,technology,FinTech
relationship-manager-desert-valley-market-ramon-financial-center-palm-springs-ca-bilingual-spanish-required,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
fraud-portfolio-analytics-intelligence-and-monitoring-lead,Bank Of America,2,11,1,3,11,2,3,13,data science,FinTech
financial-center-operations-manager-stone-mountain--east-gwinnett-market,Bank Of America,31,25,25,23,2,7,4,23,banking,Finance
senior-business-control-specialist-global-procurement-systems-administration-team,Bank Of America,2,6,0,10,4,7,4,4,marketing,Finance
ann-arbor-canton-relationship-banker-ypsilanti-mi,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
research-and-adjustments-representative-ii,Bank Of America,5,3,4,2,4,0,3,6,data science,FinTech
sr-financial-analyst-business-support,Bank Of America,3,1,2,2,1,0,0,2,banking,Finance
merrill-edge-financial-solutions-advisor-%e2%80%93-fairless-hills-traditional-financial-center-fairless-hills-pa,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
merrill-edge-financial-solutions-advisor-%e2%80%93-macada-financial-center-bethlehem-pa,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
relationship-banker-spanish-preferred-woodcroft-durham-chapel-hill-market,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
bsm-deposit-forecast-analyst,Bank Of America,3,11,2,6,0,4,0,9,technology,FinTech
relationship-manager-anticipatory-wilmington-downtown-coastal-nc-market,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
relationship-manager-coolidge-corner-brookline-ma,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
financial-center-lending-consultant-%e2%80%93-capital-blvd,Bank Of America,26,27,26,28,7,7,6,29,data science,FinTech
client-associate,Bank Of America,5,2,5,3,0,0,0,4,banking,Finance
business-banking-relationship-manager,Bank Of America,12,4,11,9,3,3,1,3,banking,Finance
sr-finance-analyst--business-support,Bank Of America,11,1,9,5,0,2,1,1,banking,Finance
long-island-community-relations-manager,Bank Of America,0,2,2,3,0,1,0,2,marketing,Finance
relationship-manager--syracuse-area,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
relationship-banker--hooksett-nh,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
small-business-consultant-waltham-bilingual-spanish-preferred,Bank Of America,40,15,41,28,2,6,2,17,finance,Finance
client-associate,Bank Of America,7,4,7,4,0,0,0,5,banking,Finance
merrill-edge-financial-solutions-advisor-jacksonville-fl-area,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
quantitative-finance-analyst,Bank Of America,2,4,2,3,5,2,0,6,data science,FinTech
lead-mobile-developer-ios,Bank Of America,5,25,4,9,3,5,3,6,technology,FinTech
research-and-adjustments-representative-iii,Bank Of America,8,2,6,7,1,5,0,1,banking,Finance
third-party-information-security-assessor,Bank Of America,6,7,4,2,0,1,1,3,technology,FinTech
fc-lending-officer,Bank Of America,26,27,26,28,7,7,6,29,data science,FinTech
client-associate,Bank Of America,7,4,7,4,0,0,0,5,banking,Finance
sr-finance-analyst--business-support,Bank Of America,4,5,2,6,1,5,1,1,marketing,Finance
process-design-consultant-i,Bank Of America,3,1,2,2,0,1,0,0,banking,Finance
client-service-representative,Bank Of America,19,7,14,19,0,14,0,2,banking,Finance
relationship-manager-coweta-crossroads-southwest-atlanta-market,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
jacksonville-east-market-financial-center-manager-hodges-blvd-financial-center-jacksonville-fl,Bank Of America,28,23,25,25,4,9,4,23,banking,Finance
sc-coast-market-relationship-banker-ashley-crossing-financial-center-charleston-sc,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
small-business-consultant-richmond-district-san-francisco-ca,Bank Of America,40,15,41,28,2,6,2,17,finance,Finance
small-business-consultant-corte-madera-ca,Bank Of America,40,15,41,28,2,6,2,17,finance,Finance
merrill-lynch-financial-advisor-business-development-program,Bank Of America,18,28,19,23,1,6,3,22,technology,FinTech
small-business-banker-chestnut-hill,Bank Of America,46,15,47,26,3,6,3,20,finance,Finance
relationship-manager-los-angeles-main-financial-center-los-angeles-ca-bilingual-spanish-preferred,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
portfolio-manager-associate-houston-tx,Bank Of America,9,3,9,9,1,4,2,5,banking,Finance
administrative-assistant-iii-global-commercial-banking-sacramento,Bank Of America,0,4,0,1,0,0,0,4,technology,FinTech
merrill-edge-financial-solutions-advisor-greater-houston-area-houston-tx,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
senior-technical-accessibility-leader,Bank Of America,0,0,0,0,0,0,0,0,banking,Finance
registered-client-associate-fp-washington-dc,Bank Of America,5,2,5,3,0,0,0,4,banking,Finance
merrill-edge-financial-solutions-advisor-%e2%80%93-raleigh-nc-area,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
merrill-edge-financial-solutions-advisor-%e2%80%93-tarpon-woods-palm-harbor-fl,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
relationship-banker-%e2%80%93-southwest-charlotte-market-%e2%80%93-cherry-road-fc,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
authentication-analytics-and-testing---innovation-lead,Bank Of America,4,3,2,0,1,0,8,3,cyber security,FinTech
credit-risk-executive-technology,Bank Of America,20,4,19,18,0,1,0,2,banking,Finance
merrill-edge-financial-solutions-advisor-naples-fl-area,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
wm-banking-specialist,Bank Of America,11,1,11,10,1,2,1,7,banking,Finance
credit-risk-executive,Bank Of America,13,4,13,12,0,1,0,4,banking,Finance
client-associate-fp-mount-laurel-nj,Bank Of America,7,4,7,4,0,0,0,5,banking,Finance
portfolio-management-officer-ii--dfs-dallas-charlotte-greensboro-and-alpharetta,Bank Of America,21,15,11,11,4,0,0,10,banking,Finance
quantitative-finance-analyst,Bank Of America,1,3,1,1,1,1,0,1,technology,FinTech
sr-relationship-manager-commercial-banking-orlando-fl,Bank Of America,12,4,10,11,3,4,1,6,banking,Finance
administrative-assistant-iii--commercial-banking-nashville,Bank Of America,1,0,1,2,0,2,1,0,marketing,Finance
resident-director,Bank Of America,12,4,14,11,2,1,0,7,finance,Finance
commercial-credit-underwritter-ii,Bank Of America,16,8,9,10,0,1,0,5,banking,Finance
customer-segment-manager,Bank Of America,10,9,10,13,8,3,1,10,marketing,Finance
reno-tahoe-relationship-manager-south-lake-tahoe-financial-center-south-lake-tahoe-ca,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
gfcc--investigation-manager,Bank Of America,2,3,1,3,0,3,0,2,technology,FinTech
sr-business-information-security-officer-biso,Bank Of America,1,4,1,4,0,4,2,0,technology,FinTech
third-party-risk-management-contract-negotiator,Bank Of America,10,13,8,10,0,8,1,7,technology,FinTech
relationship-banker-hendersonville-greater-asheville,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
gainesville-orange-park-market-financial-center-operations-manager-newberry-square-financial-center-gainesville-fl,Bank Of America,31,25,25,23,2,7,4,23,banking,Finance
team-manager-applications-programing,Bank Of America,2,8,2,5,8,3,1,11,data science,FinTech
palm-beach-gardens-market-relationship-banker-jupiter-fl-area-spanish-preferred,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
central-palm-beach-market-financial-center-manager-lake-worth-fl-area-spanish-preferred,Bank Of America,28,23,25,25,4,9,4,23,banking,Finance
palm-beach-gardens-market-relationship-banker-stuart-fl-area-spanish-preferred,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
merrill-edge-financial-solutions-advisor-development-program--kemps-river-financial-center-virginia-beach-va,Bank Of America,23,19,24,18,2,5,1,20,finance,Finance
merrill-edge-financial-solutions-advisor-development-program--clinton-woodyard-financial-center-clinton-md,Bank Of America,23,19,24,18,2,5,1,20,finance,Finance
merrill-edge-financial-solutions-advisor-development-program-%e2%80%93-lakeland-fl-area,Bank Of America,23,19,24,18,2,5,1,20,finance,Finance
merrill-edge-financial-solutions-advisor-development-program-%e2%80%93-lakeland-fl-area,Bank Of America,23,19,24,18,2,5,1,20,finance,Finance
puget-sound-north-relationship-banker-casino-road-fc-everett-wa,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
wealth-management-banking-specialist,Bank Of America,22,9,22,24,1,7,4,17,marketing,Finance
cybersecurity-threat-hunt-officer,Bank Of America,4,18,1,11,9,9,3,15,technology,FinTech
sf-west-relationship-banker-38th-and-balboa-financial-fc-san-francisco-ca,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
financial-center-operations-manager-downtown-beaches-market-washington-avenue-financial-center-bilingual-english-and-spanish-required,Bank Of America,31,25,25,23,2,7,4,23,banking,Finance
relationship-manager-downtown-beaches-market-key-biscayne-financial-center-bilingual-english-and-spanish-required,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
corporate-recruiter-%e2%80%93-merrill-edge-home-office,Bank Of America,0,0,0,0,0,0,0,0,banking,Finance
team-lead-authentication-hub,Bank Of America,4,14,4,7,5,4,7,7,technology,FinTech
merrill-edge-financial-solutions-advisor-%e2%80%93--gainesville-area-fl,Bank Of America,31,11,28,17,0,10,0,11,banking,Finance
merrill-edge-financial-solutions-advisor-%e2%80%93-ocala-fl-area,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
merrill-edge-financial-solutions-advisor-%e2%80%93-saint-augustine-fl-area,Bank Of America,22,22,23,19,3,2,3,28,data science,FinTech
analyst,Bank Of America,35,28,33,36,11,4,3,36,marketing,Finance
merrill-lynch-financial-advisor-business-development-program,Bank Of America,18,28,19,23,1,6,3,22,technology,FinTech
client-service-representative,Bank Of America,19,7,14,19,0,14,0,2,banking,Finance
client-service-representative,Bank Of America,27,21,20,20,2,5,3,20,banking,Finance
client-service-representative,Bank Of America,19,7,14,19,0,14,0,2,banking,Finance
fraud-client-services-representative,Bank Of America,6,1,3,5,2,2,1,3,banking,Finance
relationship-banker-jersey-city-nj-central-avenue-fc-full-time-40-hrs-bilingual-spanish-preferred-full-benefits,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
relationship-banker-jersey-city-nj-journal-square-fc-full-time-40-hrs-bilingual-hindi-preferred-full-benefits,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
relationship-banker-boonton-nj--financial-center-full-time-40-hrs-full-benefits,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
sr-executive-adminstrator,Bank Of America,4,4,4,3,0,0,0,3,banking,Finance
sarasota-south-market-relationship-banker-college-plaza-financial-center,Bank Of America,58,21,48,36,1,28,1,9,banking,Finance
relationship-manager-east-bay-south-market-hesperian-la-playa-fc-spanish-fluency-preferred,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
client-service-representative,Bank Of America,28,10,23,30,1,23,1,5,marketing,Finance
client-service-representative,Bank Of America,28,10,23,30,1,23,1,5,marketing,Finance
client-service-representative,Bank Of America,28,10,23,30,1,23,1,5,marketing,Finance
workspace-services-portfolio-manager,Bank Of America,6,10,5,2,3,2,1,3,technology,FinTech
advisor-development-program-relationship-manager,Bank Of America,8,8,8,6,0,0,1,10,data science,FinTech
advisor-development-program-relationship-manager,Bank Of America,8,8,8,6,0,0,1,10,data science,FinTech
advisor-development-program-relationship-manager,Bank Of America,8,8,8,6,0,0,1,10,data science,FinTech
vendor-manager-retirement,Bank Of America,19,14,17,15,2,4,0,10,banking,Finance
middle-market-sr-relationship-manager-rm--houston-tx,Bank Of America,12,2,14,13,2,2,1,4,finance,Finance
client-service-representative,Bank Of America,28,10,23,30,1,23,1,5,marketing,Finance
client-service-representative,Bank Of America,28,10,23,30,1,23,1,5,marketing,Finance
client-service-representative,Bank Of America,28,10,23,30,1,23,1,5,marketing,Finance
business-finance-analyst,Bank Of America,7,8,6,2,6,2,3,9,data science,FinTech
relationship-manager--hilltop-plaza-financial-center--baltimore-south-market--bowie-md,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
relationship-manager--hilltop-plaza-financial-center--baltimore-south-market--bowie-md,Bank Of America,26,22,25,29,1,4,3,28,marketing,Finance
client-service-representative,Bank Of America,28,10,23,30,1,23,1,5,marketing,Finance
client-service-representative,Bank Of America,28,10,23,30,1,23,1,5,marketing,Finance
